platform,text,A0001,A0002,A0003,sentiment_label
Instagram,"🔴 AMLO Página · 10 mill. seguidores  se escandaliza por el Fobaproa y durante su sexenio , la deuda pública crecerá, es decir nos endeudo por el equivalente a 6 1/2 veces el valor actual del Fobaproa !  No tiene vergüenza !

 #NiUnVotoAMORENA2024 #CasaBlanca #Guerrero #JusticiaParaSamantha #DosBocas #Noticias #Sheinbaum #MerecesMás #MexicoVaConX #TribunalElectoral #ElGranCorruptor #NoLeSaquesClaudia #JoséRamón #Política #fuertecomotú #SantaLucía #RaTAMLO #fideicomisos #peorpresidentedelahistoria #MEXICODESPIERTA #video #FelizFinDeAMLO #Ecocidio #Michoacan #PEMEX",NEG,NEG,NEG,NEG
Instagram,"Claudia Sheinbaum criticó la concesión de amparos por parte de los jueces a criminales como el reciente caso de “Don Rodo”, hermano del líder del CJNG.

Más información en: 🌐 https://lc.cx/qxYUK_

#PJF #AMPAROS #ClaudiaSheinbaum",NEU,NEG,NEU,NEU
Instagram,"El PRI 🇲🇽 debe sumar capacidades en #Michoacán, para restaurar el corazón de la patria lacerado por la realidad.
Volvamos a proteger la vida, a creer en la libertad y a defender la verdad.

Reunión de trabajo con el SAE @bribiesca_alex. Tenemos tarea: ¡vayamos por el 02 de junio!

@xochitlgalvez
@alitomorenoc
@memovalencia_
@pri_nacional
@cdeprimich
@sae_cen",POS,POS,POS,POS
Instagram,"Hoy tuve el honor de reunirme con la virtual Presidenta Electa de México @claudia_shein , así como con los Senadores y Diputados Federales Electos. Fue una experiencia inspiradora y llena de esperanza.

Quiero expresar mi más profundo agradecimiento a la Presidenta Electa por su liderazgo y visión para un México mejor. Su dedicación y compromiso nos llenan de confianza para el futuro que nos espera.

También, felicito a los Senadores y Diputados Federales Electos por su arduo trabajo y la confianza que el pueblo mexicano ha depositado en nosotros. Juntos, estamos listos para construir un país más justo, próspero y unido.

#NuevoComienzo #FuturoBrillante",POS,POS,POS,POS
Instagram,"#Ruta2024 | El peso y la bolsa de valores presentaron cambios tras el triunfo electoral de Claudia Sheinbaum por la presidencia de México.

Conoce todos los detalles en el link de nuestra bio.📎",NEU,POS,NEU,NEU
Instagram,"Por primera vez en la historia de México tendremos a una mujer Presidenta, mi querida @xochitlgalvez.

¡Es tiempo de las mujeres! Excelente día, inicio de semana y de mes, que nos vaya muy bien 🤞🏽💙",POS,POS,POS,POS
Instagram,"Desde la comunidad de Loma Alta, pudimos hablar y estar con hermanas y hermanos, que quieren conocer más del proyecto de nación de #ClaudiaSheinbaum, a quien le brindan su total apoyo y respaldo.

¡Muchas gracias por sus atenciones y recibimiento!

¡Seguimos!

__
#ClaudiaSheinbaumPresidenta 
#ClaudiaSheinbaum
#IrmaJuanCarlos
#TeotitlánDeFloresMagón
#Distrito02",POS,POS,POS,POS
Instagram,"🙋🏽 ¡En la Cuarta Transformación, el pueblo manda! Y por el pueblo, defenderemos las reformas constitucionales.

#diputados #morena #amlo #4T #lopezobrador #sheinbaum #claudiasheinbaum #cuartatransformacion #politica #politicamexicana",POS,POS,POS,POS
Instagram,"#ClaudiaArrasa 
Es palpable en cada rincón de nuestro país, el pueblo ya decidió que siga la Transformación con @claudia_shein",POS,POS,POS,POS
Instagram,"CONSTRUYAMOS EL SUEÑO MEXICANO CON LA MÁS XINGONA @xochitlgalvez 🩷💙

@pan_coah",POS,POS,POS,POS
Instagram,"🇻🇪🇲🇽 | 𝗠𝗮𝗱𝘂𝗿𝗼: 𝘁𝗿𝗶𝘂𝗻𝗳𝗼 𝗱𝗲 𝗦𝗵𝗲𝗶𝗻𝗯𝗮𝘂𝗺 𝗲𝗻 𝗠𝗲́𝘅𝗶𝗰𝗼 𝗲𝘀 𝗮𝗴𝘂𝗮 𝗯𝗲𝗻𝗱𝗶𝘁𝗮 𝗽𝗮𝗿𝗮 𝗿𝗲𝗴𝗶𝗼́𝗻⁣
⁣
‼️ El presidente de Venezuela, Nicolás Maduro, ha felicitado a la mandataria electa de México, y ha ratificado la cooperación 🤝 entre ambos países.⁣
⁣.
.
.

 #venezuela #sheinbaum #mexico #presidentamexico #noticia #noticias #news #hispantv #hispantvnoticias #noticiadeultimahora #noticiadeldía⁣",NEU,POS,POS,POS
Instagram,"Estamos a punto de vivir un momento histórico en México y en el mundo, tendremos la primer presidenta mujer en nuestro país: Claudia Sheinbaum. 

#PTesla4T",NEU,POS,POS,POS
Instagram,"Siempre es un gusto regresar a #PuertoVallarta 🌊, esta tierra a la que mi abuela materna llegó desde chiquilla, junto con su hermano Roberto, quien fue tres veces Presidente Municipal de aquí.

Ahorita que veníamos entrando tuvimos un atorón por el tráfico 🚗, y porque sabemos que en esta ciudad se necesita agilizar la movilidad, construiremos el nodo vial de Las Juntas. 

Y para que por fin Vallarta tenga el Puente Federación, vamos a necesitar la ayuda de Jorge Álvarez Máynez, nuestro candidato a la Presidencia de la República 🇲🇽.

Me da mucho gusto estar acompañado de mi amigo @ramon_mochilas 🎒, quien volverá a ser alcalde; de los candidatos del Distrito 5, @diegofrancojimenez como diputado local, y @yesicazatarain, como diputada federal; de nuestro dirigente nacional, @dantedelgador, y de @alvarezmaynez.

Frente a ellos y todas las personas que asistieron al Centro Cultural La Lija, quiero comprometerme ✋ a que haremos un hospital regional 🏥 en este hermoso puerto.

Aquí está su ""Chaparrito de oro"" 🥇 que sí les cumple, porque ""todavía hay con queso 🧀 para las quesadillas"". Para concretar estos importantísimos proyectos, necesitamos voto naranja parejo 🍊, en todo Jalisco.

Muchas gracias 🙏 por tanto cariño 🤗, Puerto Vallarta, ya los hemos visitado seis veces en este proceso, y cuando sea Gobernador regresamos a trabajar en equipo. ¡Que viva Vallarta, y que viva Jalisco, ánimo, a ganar 💪! 

#GobernadorLemus  
#YoJalisco🧡
#LemusJalisco",POS,POS,POS,POS
Instagram,"Adoro las coberturas multitudinarias. Me recuerdan aquellos tiempos en que no había redes sociales y en que tenía que poner hasta 16 monitores de televisión para darle seguimiento a todo lo que pasaba. De aquí soy. ¡Me fascina! Podría hacerlo toda la vida. Qué lástima que tanto trabajo sólo pueda ser para una columna porque pude haber escrito diez. ¡Gracias, Dios, por dejarme vivir hasta llegar a esta cobertura histórica! ¡Gracias, Milenio, por dejarme hacer lo que amo! Si puedes, échale un ojo a mi columna “El pozo de los deseos reprimidos” en milenio.com y dime si estás de acuerdo con lo que puse. ¡Mil gracias! ¡Bendiciones!  #ClaudiaSheinbaum #ClaudiaSheinbaumPresidenta #Claudia #Presidenta #elecciones #eleccionesmx2024 #eleccionesmexico2024 #Claudia2024 #ClaudiaPresidenta #TeAmoClaudia #esunhonorestarconclaudiahoy #Gracias #Felicidades",POS,POS,POS,POS
Instagram,"#Ahora 🔴| @XochitlGalvez asegura que la gobernadora del #Edoméx, Delfina Gómez, se va a sentir bien con ella, ya que si apoyará al Estado de México. 

🔴Delfina, la Gobernadora va a estar feliz conmigo, va a estar feliz conmigo porque yo sí voy a apoyar al Estado de México, yo no voy a andar con rodeos al Estado de México, entonces yo les invito, nuestro proyecto no va a seguir tirando el dinero en refinerías, que no refinan, en trenes que dañan el medio ambiente y en proyectos que no les dan servicio a los mexicanos.",NEU,POS,NEG,NEG
Instagram,"Invitan a saludar a la candidata @xochitlgalvez en Chihuahua, estará en #ciudadjuárez el sábado 13, así como en #cuu y #camargo, el domingo 14. https://todoespolitica.com.mx/viene-xochitl-galvez-a-cdjz-este-sabado/ 
@luisaguilarlozoya @cdepanchih 
@gabodn @uacjoficial @indexjuarez",NEU,NEU,POS,NEU
Instagram,"¡Sí a la #ReformaAlPoderJudicial! ⚖️
Nos vemos este sábado para conocer las principales propuestas de esta iniciativa de Reforma. 
Con tu participación en este proceso de renovación, lograremos un verdadero cambio en favor de la sociedad mexicana.",POS,POS,POS,POS
Instagram,"Como candidata a Diputada Federal, acabo de firmar el @pactoporlaprimerainfancia, para @movciudadanomx el futuro del país es por y para ellos. Desde el Congreso, desde la Cámara de Diputados vamos a luchar por presupuesto para que sean felices.

Tuve testigo de honor, mi Emilio.

Como dice @alvarezmaynez, para que le vaya bien a México, por el bien de todos, ""Primero las niñas y los niños"".",POS,POS,POS,POS
Instagram,"Hija de @xochitlgalvez participa con nombres diferentes en empresas de su madre.

En una de ellas, figura como Diana Llamas Gálvez, mientras que en otra se registró como Diana Vega Gálvez, lo que le ha permitido evitar el pago de impuestos.",NEU,NEG,NEG,NEG
Instagram,"El boxeador Saúl “Canelo” Álvarez, se reunió con Claudia Sheinbaum, a quien le deseó éxito las próximas elecciones del 2 de junio.

#Canelo #ClaudiaSheinbaum #Morena #Elecciones2024",NEU,POS,POS,POS
Instagram,"La virtual presidenta electa de México, 🇲🇽 @claudia_shein  enviará este miércoles a la Secretaría de #Gobernación 🏛️, las tres iniciativas de ##Ley 📜 para ser aprobadas en #septiembre próximo 📅 en materia de becas universales para alumnos de educación básica 🎓📚, para apoyos a mujeres de 60 a 64 años 👩‍🦳💪 y la no reelección ❌🔄.

https://www.24-horas.mx/2024/07/03/envia-sheinbaum-a-segob-tres-iniciativas-para-ser-aprobadas-en-septiembre/",NEU,NEU,NEU,NEU
Instagram,"Al responder a los señalamientos del ex presidente Ernesto Zedillo, Claudia Sheinbaum rechazó que la democracia en México esté en vilo.

#Elecciones2024 #Morena #ClaudiaSheinbaum #EsClaudia #ErnestoZedillo",NEU,POS,NEU,NEU
Instagram,"#ClaraBrugada promete impulsar el #EcosistemaEmprendedor, en especial #startups o proyectos enfocados en innovación tecnológica. 👩‍💼💅 
La candidata a la jefatura de la #CDMX por #MORENA cuenta con más de 40 años de trayectoria y es licenciada en Economía por la Universidad Autónoma Metropolitana (#UAM). También vivió en San Miguel Teotongo, #Iztapalapa, considerada una de las colonias más pobres de la capital. 👀
Conoce a tus candidatos, analiza y piensa bien tu voto éstas #Elecciones2024MX. 🗳🇲🇽
Encuentra los perfiles de #ClaudiaSheinbaum, #XóchitlGálvez, #JorgeÁlvarezMáynez, #SalomónChertorivski y otros nombres que verás en las boletas este 2 de julio, entrando a nuestro 👉 LINK EN BIO 👈",NEU,POS,NEU,NEU
Instagram,"De acuerdo a las encuestadoras Trending, @mexicoelige, @altica_research y @massivecaller, así van las preferencias electorales entre @claudia_shein, @xochitlgalvez y @alvarezmaynez. #en2024eliges 
.
.
#encuesta #encuestas #trending #mexicoelige #altica #alticaresearch #massivecaller #claudiasheinbuam #claudia #sheinbaum #xochitlgalvez #xochitl #galvez #jorgealvarezmaynez #jorge #alvarez #maynez #election #elecciones #eleccionesmexico #elecciones2024 #eleccionesmx #2dejunio",NEU,NEU,NEU,NEU
Instagram,"Emocionado por recibir en #Tulancingo, la tierra donde nací, a la próxima Presidenta de México, @xochitlgalvez 

Con fuerza y corazón, vamos por un México sin miedo.",POS,POS,POS,POS
Instagram,"Fui con @xochitlgalvez a una reunión con Mujeres en donde coincidimos en que es necesario seguir luchando para que las mujeres vivan una vida libre de violencia.

Debemos trabajar en unidad para que México sea un país seguro en donde tú y tu familia puedan vivir plenamente.",POS,POS,POS,POS
Instagram,"Conoce la trayectoria de Luz Elena González Escobar, quien será la titular de la Secretaría de Energía en el gabinete de nuestra virtual presidenta electa, @claudia_shein.

¡Todas y todos juntos, vamos a construir el segundo piso de la 4T!",POS,POS,POS,POS
Instagram,"Claudia Sheinbaum, nueva presidenta de México. Buena suerte, buen mandato 🇲🇽 #claudiasheinbaum #mujeresparacambiarelmundo #vivamexico #mazatlan #fotode2022",POS,POS,POS,POS
Instagram,"Si tú crees que todos son felices, no entiendes la realidad.

Quien percibe o ha vivido el sufrimiento del pueblo mexicano, hará que todo su equipo trabaje, sea empático y destierre el mal evitable.

🇲🇽@XochitlGalvez LO HARÁ 🇲🇽",POS,NEG,NEG,NEG
Instagram,"@xochitlgalvez, la candidata de la coalición “Va por México”, visitó la alcaldía Magdalena Contreras, en la Ciudad de México, acompañada del postulante a jefe de Gobierno @staboadamx, esto como parte de sus giras de campaña rumbo a los comicios del 2 de junio.
“Vamos a ganar porque la gente está harta de @morena_partido y de sus mentiras; ya se van por donde llegaron”, afirmó la ingeniera. 
#Latinus #InformaciónParaTi #TuElección2024",NEU,POS,NEG,POS
Instagram,"POLÍTICA | #YaTeEnteraste 

En México no habrá mexicanos sin casa. Así lo asegura @xochitlgalvez en caso de que gobierne el país y le dice a @claudia_shein que si ella renta “es porque es muy wey para administrar”…",NEU,POS,NEG,NEG
Instagram,¡Nos vemos el miércoles para convivir con nuestra próxima Presidenta @claudia_shein! 🤩 Somos el cambio verdadero 🟢,POS,POS,POS,POS
Instagram,"Solo para Duranguenses.
Ayer Durango se vistió de fiesta y Claudia Sheinbaum estuvo en Plan Grande...",NEU,NEU,POS,NEU
Instagram,"🔴#NACIONAL: #ClaudiaSheinbaum asegura que fosa clandestina en #Iztapalapa es falsa.

🔗Más información en el link en bio. 

#ComunicanteMX #Noticias #Politica",NEU,NEU,NEU,NEU
Instagram,"Miles refrendamos nuestro apoyo a @xochitlgalvez en Los Mochis, con ella llegaremos a la Presidencia de la República con Fuerza y Corazón por Mexico. #SomosPRI @cdeprisinaloa",POS,POS,POS,POS
Instagram,"Continuidad se escribe con C de @claudia_shein.

¡Queremos que siga el bienestar, el humanismo y la transformación!

#ClaudiaPresidenta #ClaudiaArrasaDebate",NEU,POS,POS,POS
Instagram,"#VotAMos24 | Media hora después de la convocatoria de inicio, la candidata de la coalición “Sigamos haciendo historia”, #ClaudiaSheinbaum hizo su arribo al Jardín Principal de #SanFranciscodelRincón, en una plaza semi abarrotada de ciudadanos provenientes de varios municipios del estado y de la ciudad.

Texto: Martín Saldaña. ✍️
Fotos: Omar Ramírez. 📸",NEU,NEU,NEU,NEU
Instagram,"#FraseTH🗣️| Lo que es un hecho es que hoy tenemos un Presidente honesto, nunca podrán decir lo mismo de los presidentes del PRIAN: @claudia_shein 
www.tabascohoy.com",NEU,NEG,NEG,NEG
Instagram,"🇲🇽 ¡En Guanajuato estamos listos para darle el triunfo al proyecto del cambio y la esperanza! 

Cerremos esta campaña con toda la energía junto a la mujer que consolidará la transformación, @claudia_shein. #VotaTodoMORENA ¡Ahí nos vemos!",POS,POS,POS,POS
Instagram,"La candidata de la coalición Sigamos Haciendo Historia, Claudia Sheinbaum, ofreció un mensaje en el Zócalo de la CDMX ante miles de simpatizantes de cara a las elecciones del 2 de junio.

En el mitin de Claudia Sheinbaum Pardo, candidata a la presidencia, se dio un aforo de 550 mil personas, informó la Secretaría de Gobierno (SeGob) de la Ciudad de México y la Secretaría de Seguridad Ciudadana (SSC).

Claudia Sheinbaum sentenció que hay ánimo y esperanza a días de la jornada electoral y durante su discurso, la agradeció por la campaña que llevó a cabo y aseguró que visitó la República Mexicana en cinco ocasiones; sin embargo, apuntó que el mayor regalo es conocer a las personas que se han unido al proyecto.

“Gracias, gracias, gracias por tanto”. Claudia Sheinbaum.

Tras estas palabras los presentes comenzaron a corear “Presidenta, presidenta”. Ante esa muestra de apoyo, Sheinbaum se comprometió a no fallar y seguir con la 4T Transformación en todo el país.

Asimismo, aprovechó para llamar a AMLO “el mejor presidente de la historia” y le agradeció por lo que ha hecho en el país durante su sexenio, especialmente por las reformas que impactaron directamente a la ciudadanía al combatir al neoliberalismo, así como el desarrollo en la economía y la acción de la justicia social.",NEU,POS,POS,POS
Instagram,"¿Por quién votarás el próximo 2 de junio?

Luego de su registro ante el @inemexico, @claudia_shein de la 4T, @xochitlgalvez de Fuerza y Corazón por México y @alvarezmaynez de @movciudadanomx se han convertido oficialmente en las candidatas y el candidato a la Presidencia, por lo que ahora será decisión de los mexicanos elegir a quien sustituirá al presidente @lopezobrador.
#elecciones #eleccionespresidenciales #elecciones2024 #morena #fuerzaycorazónporméxico #movimientociudadano #sheinbaum #xochitlgalvez",NEU,NEU,NEU,NEU
Instagram,"#Nacional 🇲🇽 #Rumbo2024 🗳️| ""En la 4T los programas sociales son un derecho, contrario a lo que sucedía en el pasado neoliberal donde eran utilizados como condicionantes del voto"" , aseguró Claudia Sheinbaum Pardo, Candidata a la Presidencia de México por la Coalición “Sigamos Haciendo Historia” (Morena-PT-PVEM) durante un encuentro con la prensa desde Mexicali, Baja California.

📰Más Información: https://tinyurl.com/mpbbpseb",NEU,POS,NEG,NEU
Instagram,"A solo un mes de la #elección2024, la encuesta realizada por massive caller empata las preferencias entre #EsClaudia y Xóchitl Gálvez. 😱",NEU,NEU,NEU,NEU
Instagram,"Jorge Máynez en redes sociales:

“En memoria de Elvira, Antonia, María Elisa, José de Jesús, Laura, Martha Alicia, Juana María, Alejandro y Olga.”

Que en paz descansen.",NEU,NEU,NEG,NEU
Instagram,"@martinvivanco escribe la historia local de Durango sabiendo que la mejor manera de entender y trabajar por su estado es dialogando con las y los ciudadanos. Sabe que escuchar sus causas es una tarea diaria y de compromiso. Por su trabajo y trayectoria, no tengo dudas de que representará dignamente a las y los duranguenses en el congreso. 

#ElMéxicoNuevoVaEnSerio con Martín Vivanco desde Durango y con @alvarezmaynez por todo México.",NEU,POS,POS,POS
Instagram,"Qué gusto estar de nuevo en #ElCantón en #PinalDeAmoles, acompañando a mi amiga Lupita Ramírez Plaza y promoviendo a Xóchitl Gálvez Ruiz, Agustín Dorantes, Lupita Murguía, Lucy Quintanar y Ale Carlota, nuestro equipo de lujo, con experiencia, juventud, capacidad y propuestas para obtener los mejores resultados en beneficio de la #Sierra y el #Semidesierto queretano. #TuFamiliaMerece+ ¡A Darle! @diputadospanqro @diputadospan @pan_queretaro @panqro @makugonz @leonormejia @lupitarmzplaza @lupitamurguiag @agusdorantes @lucyquintanar1 @alecarlotahdz @leonormejia @makugonz @pancho_dominguez_s @xochitlgalvez",POS,POS,POS,POS
Instagram,"Lo mejor de recorrer  nuestras colonias y comunidades es, sin duda, escuchar a la ciudadanía y encontrar puntos de coincidencia, como la importancia de garantizar el acceso universal a los servicios de salud, y desde el Senado lo haremos realidad. 🏥

¡Gracias por el afectuoso recibimiento en el tianguis de la avenida Fleming, vamos juntos por #LoNuevo! 🍊👊🧡
.
.
.
.
#JosefinaSenadora #FosfoFosfo #LoNuevoVaConTodo #MovimientoCiudadano #MovimientoNaranja #MovimientoDeLaAlegría #JosefinaSalazar #MC #SLP 
@movciudadanoslp 
@movciudadanomx 
@dantedelgador 
@alvarezmaynez",POS,POS,POS,POS
Instagram,"Xóchitl Gálvez, adelantó que en los primeros seis meses de su administración, cerrará la refinería de Pemex en Cadereyta, así como la refinería ubicada en Ciudad Madero, en Tamaulipas.⁠
⁠
Sobre la primera comentó que es la principal fuente de contaminación y de enfermedades de la Zona Metropolitana regiomontana, con 5.3 millones de habitantes que padecen el mal.⁠
Sin embargo, dijo a las empleadas y empleados de Pemex estar tranquilos porque los trabajos no se van a perder.⁠
⁠
César Rafael Chávez, un especialista, adelantó que a lo que se debe aspirar es ser como las grandes ciudades del mundo desde una perspectiva de sustentabilidad y medio ambiente.⁠
⁠
#xochitl #ambiente #contaminacion #refinerias #cadereyta #MilenioNoticias #MilenioInforma⁠",NEU,POS,NEU,NEU
Instagram,"¡Pensión para mujeres de 60 a 64 con #ClaudiaSheinbaum llegamos todas! 

#sigamoshaciendohistoria #claudiapresidenta #diputadafederal #gabyjimenez",POS,POS,POS,POS
Instagram,"“Bravo, sra. Presidenta” ¬ Roger Waters pide a Sheinbaum que apoye a quienes protestan por atrocidades en Gaza

El músico británico Roger Waters, fundador del grupo Pink Floyd, felicitó a Claudia Sheinbaum Pardo por ser la virtual Presidenta electa de México, y pidió que se pronuncie en contra de las atrocidades en Gaza por parte de Israel.

A través de sus redes sociales, el exintegrante de Pink Floyd compartió una foto de la portada del periódico The Stanford Daily, publicada en 1991, en donde aparece la virtual Presidenta electa protestando a favor del libre comercio y la democracia de su tiempo como estudiante en la Universidad de Berkeley, California.

La fotografía ya había sido compartido por la misma Sheinbaum el año pasado y se volvió viral en redes sociales, pues aseguró que desde que era estudiante “luchaba por la democracia, por la justicia social y contra el modelo neoliberal”.

“Les comparto esta foto de 1991, cuando estuve en California, en una estancia académica, y junto con varias compañeras y compañeros protestamos durante una visita de Carlos Salinas reclamando democracia para México y un comercio justo entre Estados Unidos y nuestro país”, escribió.

Fotos: X
#sinembargo #ClaudiaSheinbaum #RogerWaters #PresidentaDeMéxico",NEU,NEG,POS,NEU
Instagram,"🔎🗳 ¡Falta de comprobación de gastos!

La Comisión de Fiscalización del Instituto Nacional Electoral, proyecta aplicar sanciones financieras a los siete partidos políticos por un total de 67.7 millones de pesos.

🧐 Las sanciones se refieren a gastos no reportados, falta de comprobación de gastos de propaganda en internet y otras actividades no relacionadas con la precampaña. 

📷 Cred.: Especial

#8columnas #elecciones2024 #INE #ClaudiaSheinbaum #XóchitlGálvez #multas",NEU,NEG,NEU,NEU
Instagram,"Con entusiasmo recibimos a nuestra candidata a la Presidencia de #México, Xóchitl Gálvez Ruiz @xochitlgalvez , en donde en compañía de las y los ciudadanos de #Saltillo escuchamos atentos sus propuestas, la cuales estamos seguros que servirán para generar un cambio positivo para el país, brindando equilibrio y estabilidad.

Unidos vamos #PasoAPaso 
#Ánimo
#TodosPorCoahuila",POS,POS,POS,POS
Instagram,"Se llenó! en la jeta del anciano.

#sabescomo #holdmybeer #mexico #memer #1 #2024 #memes #memesespañol #marearosa #zocalo #xochitl",NEG,NEG,NEG,NEG
Instagram,"Esto es lo que pueden y no hacer @claudia_shein, @xochitlgalvez y @alvarezmaynez en las intercampañas 

A partir de este 19 de enero empezó el periodo de las intercampañas, fase en la que el @inemexico pone algunas restricciones para los aspirantes a la presidencia, como realizar debates donde participe más de un candidato, hacer actos públicos y difundir spots en medios de comunicación; sin embargo los precandidatos sí podrán asistir a eventos privados para exponer temas de interés público, difundir propaganda con la ideología o valores del partido y los partidos pueden hacer referencia a cuestiones de interés general.

#intercampañas #claudiasheinbaum #xochitlgalvez #jorgealvarezmaynez #morena #4t #pri #pan #prd #movimientociudadano #politicomx",NEU,NEU,NEU,NEU
Instagram,"#OPINIÓN 👥| ¿Qué nos dejó el último #DebatePresidencial? Un @alvarezmaynez menos sonriente pero más entró, una @xochitlgalvez que se sentía en una parroquia y una @claudia_shein que ya se siente presidenta. 

Por cierto, ¿ustedes ya saben por quién votar? 

El cartón es de #Harenosum para @monitormx_. 

#puebla #noticiasdepuebla #elecciones2024 #eleccionespuebla2024 #candidatospuebla #cholula #atlixco #izucar #cuatlancingo #texmelucan #sanpedrocholula #sanandréscholula #tehuacán #pan #pri #morena #prian #buap #upaep #iberopuebla #udlap #anáhuacpuebla #voto2024 #memepolítico",NEU,NEG,NEG,NEG
Instagram,"🚨¡La cuenta regresiva ha comenzado! 🔴

Tenemos una cita este viernes 1° de marzo con la Dr. Claudia Sheinbaum, para respaldar el proyecto de nación que le dará continuidad a la transformación. ¡Agéndelo queridos amigos! 🫵🏻

#LaEsperanzaNosUne",POS,POS,POS,POS
Instagram,"El futuro de la FGR y la reunión de Sheinbaum con Gertz | Opinión de Mario Maldonado 

A finales del año pasado, la aspirante presidencial Claudia Sheinbaum se reunió con el fiscal general, Alejandro Gertz Manero, para hablar de los asuntos más relevantes del ministerio público y de los escenarios para el siguiente sexenio.",NEU,POS,NEU,NEU
Instagram,Qué diferencia 😅,NEU,NEG,POS,NEG
Instagram,"Xochilovers de #Guerrero acompañemos a nuestra querida @xochitlgalvez en este evento y sigamos juntXs en la lucha de un #MxSinMiedo.

Les dejamos el link de registro en nuestras historias.",NEU,POS,POS,POS
Instagram,"Denuncia cualquier anomalía, extorsión, guerra sucia, violencia o intimidación que detectes: https://defiendelatransformacion.mx 

#DefiendeLaTransformación",POS,NEG,NEG,NEG
Instagram,"Este 2 de junio vota todo Morena. #SigamosHaciendoHistoria
#ClaudiaSheinbaumPresidenta",POS,POS,POS,POS
Instagram,"¿Si los tres candidatos a la Presidencia dicen que el formato estuvo mal por qué no lo repetimos? 

No entiendo cómo se dicen ganadores de un debate que ellos mismos están reprobando. 

@xochitlgalvez @claudia_shein @alvarezmaynez",NEG,NEG,NEG,NEG
Instagram,"El periodista acusó que ni Xóchitl Gálvez ni Jorge Álvarez Máynez aprovecharon los diversos flancos que se ofrecieron para criticar al actual gobierno

León Krauze, uno de los periodistas críticos del gobierno del presidente Andrés Manuel López Obrador, compartió su análisis sobre el Primer Debate Presidencial organizado por el Instituto Nacional Electoral (INE), en el cual lanzó una fuerte crítica hacia Xóchitl Gálvez, de la coalición Fuerza y Corazón por México, y dio como ganadora de este encuentro a la morenista Claudia Sheinbaum.

Fue este domingo que se llevó a cabo el Primer Debate Presidencial entre Claudia Sheinbaum, Xóchitl Gálvez y Jorge Álvarez Máynez, en lo que fue la primera ocasión en la que los tres contendientes por la Presidencia de la República se encontraron, frente a a frente. Un ejercicio en el que, de acuerdo con analistas políticos, una de las candidatas se impuso.

FUENTE: INFOBAE.

#RTNmedios",NEU,NEU,NEU,NEU
Instagram,Con @XochitlGalvez y el @PRI_Nacional habrá seguridad social para todas y todos los trabajadores y agentes de arte y la cultura. #CulturaConXóchitl #VotaPRI,POS,POS,POS,POS
Instagram,"Platiqué con vecinos rumbo a la elección más importante de nuestra historia🗳️. Junto a @xochitlgalvez  y a @mrikelme  voy a trabajar por un mejor futuro para Torreón🙌🏻

Este 2 de junio vota por la alianza PAN-PRI-PRD🔵🔴🟡

#MxSinMiedo #MemoVa #TodosXCoahuila",POS,POS,POS,POS
Instagram,"El respaldo que ha recibido @AlvarezMaynez en cada universidad que visita es excepcional y hoy la @universidadhipocrates se sumó a ese reconocimiento. Las y los jóvenes se sienten cada vez más identificados con las propuestas de justicia y paz, prosperidad y el país de iguales que queremos construir.

Con #PresidenteMáynez saben que sus causas serán parte de la agenda del México Nuevo.",POS,POS,POS,POS
Instagram,"En  Monterrey con la próxima Presidenta de México @xochitlgalvez  en una gira muy exitosa en la que ha logrado contagiar la esperanza del #MxSinMiedo a miles de jóvenes, particularmente universitarios.",POS,POS,POS,POS
Instagram,"FELIZ DÍA l Este martes 4 de junio en portada: Arévalo en la ONU: Agradece apoyo y habla de la lucha contra la corrupción. 
Para esta y otras noticias ingresa a https://www.publinews.gt/",NEU,POS,POS,POS
Instagram,"Hasta septiembre, los secretarios de Defensa y Marina: Sheinbaum #noticias #nacionales #pulsoslp #amlo #morena #claudiasheinbaum #presidenta #gabinete #virales #instagram #información #pulsoonline #pulsoenunminuto https://pulsoslp.com.mx/nacional/en-septiembre-secretarios-de-defensa-y-marina-claudia-sheinbaum/1818062",NEU,NEU,NEU,NEU
Instagram,"🗣️ Esta es la posición sorteada para el primer #DebateINE entre las candidaturas presidenciales. ¡No te lo pierdas!

🗓️ 07/ABR-20 h.
▶️ https://tinyurl.com/mry578mj / https://tinyurl.com/yrzbmpu8 / https://tinyurl.com/5bdsw3ca",NEU,NEU,POS,NEU
Instagram,"🌞☕ ¡Buenos días! Te presentamos nuestra portada de este #Lunes 20 de #Mayo para que estés informado con tu diario #AhoraTabascoNoticias.📰

|#Villahermosa |#Tabasco |#Noticias",NEU,POS,POS,POS
Instagram,"Este 7 de abril se vivió el primer Debate Presidencial, realizado en las oficinas del INE de la Ciudad de México. Ahí las candidatas @xochitlgalvez y @claudia_shein, y el candidato @alvarezmaynez, presentaron sus propuestas, expusieron sus planes para su sexenio y se confrontaron frente a frente, pero también dieron de hablar por las razones equivocadas.

Uno de los momentos que marcaron la noche fue cuando el candidato de @movciudadanomx, @alvarezmaynez, hizo un esfuerzo por ser incluyente con las personas con discapacidad auditiva, pero no salió del todo bien, mostrando un poco de su ignorancia sobre el tema, y también del desconocimiento de la audiencia al hablar al respecto.

“Es muy importante presentarme con el lenguaje de señas para todas las personas”, dijo el candidato presidencial durante su participación.

Lee más aquí: https://bit.ly/4aMvbGY",POS,NEG,NEU,POS
